m_75_79_yrs, uw_care_oth_chld_wo_pay_pc, obp_america_pc, fam_type_cpl_non_dep_chld, m_5_9_yrs, bd_stnd_dth_rate, psq_postgrad_deg_pc, m_tot, uw_care_own_oth_chld_wo_pay_pc, f_50_54_yrs, mtw_tot_empl, f_75_79_yrs, mtw_1_meth_tot, p_15_19_yrs, f_55_59_yrs, p_med_age, year, psq_grad_dip_cert_pc, disable_p_liv_priv_dwell_pc, att_preschl_15_hrs_less, psq_adv_dip_dip_pc, f_45_49_yrs, f_35_39_yrs, internet_access_dial_up_pc, p_20_24_yrs, p_85_yrs_plus_pc, p_15_24_yrs_pc, disable_p_liv_priv_dwell, m_med_age, p_45_49_yrs, m_65_69_yrs, obp_se_asia_pc, obp_sth_east_europe_pc, m_15_19_yrs, f_40_44_yrs, m_0_4_yrs, rime_departures, oep_sal_wrk_pc, f_25_29_yrs, internet_access_tot_connected_pc, enrl_preschl_prog_tot, p_35_39_yrs, m_30_34_yrs, obp_sth_cntrl_asia_pc, hhold_type_fam, p_25_29_yrs, prop_indig_ppl_pc, rime_net_migrtn, p_80_84_yrs, fam_type_opf_non_dep_chld, fam_avg_size, p_55_59_yrs, uw_prov_care_hpl_assist_oth_pc, p_tot, m_60_64_yrs, p_5_9_yrs, psq_bach_deg_pc, m_55_59_yrs, p_25_34_yrs_pc, mtw_oth_wrk_meth_ns, p_85_yrs_and_over, m_10_14_yrs, mtw_1_meth_bicycle, oep_inad_desc_ns_pc, enrl_preschl_prog_preschl_daycare, mtw_more_1_meth_tot, m_80_84_yrs, m_25_29_yrs, mtw_oth_emp_not_go_to_wrk, fam_type_oth_fam, bd_tot_fert_rate, p_30_34_yrs, mtw_1_meth_oth, uw_volunt_wrk_org_grp_pc, fam_type_tot, fam_type_cpl_chld_u15_dep_stu, enrl_preschl_prog_5_yrs, p_45_54_yrs_pc, mtw_1_meth_bus, f_70_74_yrs, hhold_type_group, m_50_54_yrs, p_0_4_yrs, hhold_type_tot, oep_mach_oper_driv_pc, f_20_24_yrs, pop_density, p_75_79_yrs, p_10_14_yrs, att_preschl_15_hrs_more, obp_nw_europe_pc, obp_tot_pc, fam_type_cpl_wo_chld, f_10_14_yrs, obp_ne_asia_pc, p_50_54_yrs, oep_lab_pc, bd_births, oep_cler_admin_wrk_pc, f_30_34_yrs, oep_manager_pc, m_45_49_yrs, obp_sub_saharan_africa_pc, p_70_74_yrs, sa3_name_2011, f_60_64_yrs, internet_access_other_pc, uw_care_own_chld_wo_pay_pc, p_40_44_yrs, m_85_yrs_and_over, psq_pop_15_yrs_plus_pc, p_55_64_yrs_pc, m_70_74_yrs, bd_deaths, enrl_preschl_prog_preschl, p_tot_wrk_age_pop_pc, fam_type_opf_chld_u15_dep_stu, mtw_1_meth_car, psq_inad_desc_ns_pc, p_75_84_yrs_pc, oep_prof_pc, mtw_1_meth_walk_ono, psq_cert_pc, m_35_39_yrs, spk_lang_oth_eng_pc, p_35_44_yrs_pc, oep_comm_pers_serv_wrk_pc, rime_arrivals, enrl_preschl_prog_1_more_type, m_40_44_yrs, p_65_74_yrs_pc, p_0_14_yrs_pc, f_85_yrs_and_over, obp_nrth_afric_mid_east_pc, hhold_avg_size, f_80_84_yrs, obp_oceania_antar_pc, m_20_24_yrs, mtw_1_meth_motorbike_or_scooter, f_5_9_yrs, mtw_oth_wrk_home, enrl_preschl_prog_4_yrs, f_0_4_yrs, internet_access_broadband_pc, f_tot, sa3_code_2011, f_15_19_yrs, hhold_type_lone_pers, p_60_64_yrs, f_med_age, f_65_69_yrs, p_65_69_yrs, mtw_1_meth_train_or_tram, oep_tech_trade_wrk_pc
1010,null,null,null,1358,5.8,null,21800,null,1562,null,1005,null,2461,1710,49,"2014",null,null,131,null,1391,1097,null,1710,2.8,9.5,null,49,2573,1897,null,null,1314,1330,1156,1992,null,951,null,506,2104,915,null,null,1788,null,492,1372,null,null,3382,null,43875,1809,2568,null,1672,8.5,null,1248,1357,null,null,109,null,640,837,null,null,2.4,1924,null,null,null,null,168,13.0,null,1340,null,1550,2365,null,null,822,2.0,2015,2566,343,null,null,null,1209,null,3112,null,441,null,1009,null,1182,null,2835,"Gippsland - East",1794,null,null,2530,513,null,15.9,1495,453,395,57.4,null,null,null,7.7,null,null,null,1007,null,10.6,null,2484,3,1200,14.9,17.1,735,null,null,732,null,888,null,1210,null,337,1209,null,22075,"20502",1147,null,3603,49,1822,3719,null,null
1243,null,null,null,1920,5.5,null,29828,null,2076,null,1184,null,3238,2208,46,"2014",null,null,256,null,1893,1580,null,2309,2.8,9.3,null,45,3784,2263,null,null,1645,2021,1769,3162,null,1344,null,821,3175,1508,null,null,2800,null,521,1687,null,null,4382,null,59753,2202,3732,null,2174,9.8,null,1695,1805,null,null,324,null,770,1456,null,null,2.3,3045,null,null,null,null,308,13.4,null,1664,null,2132,3401,null,null,1100,13.6,2427,3546,519,null,null,null,1741,null,4208,null,671,null,1537,null,1891,null,3330,"Gippsland - South West",2259,null,null,3957,644,null,14.8,1666,569,480,59.2,null,null,null,6.9,null,null,null,1595,null,11.9,null,3683,16,1936,13.2,17.9,1051,null,null,917,null,1209,null,1812,null,514,1632,null,29925,"20503",1593,null,4461,47,2313,4576,null,null
1103,null,null,null,2381,6.7,null,36367,null,2661,null,1195,null,4910,2478,40,"2014",null,null,197,null,2436,2038,null,5014,2.1,13.5,null,39,4805,1985,null,null,2523,2376,2412,3640,null,2434,null,1031,4063,2156,null,null,4745,null,-491,1672,null,null,4978,null,73485,2276,4611,null,2500,12.4,null,1521,2246,null,null,197,null,738,2311,null,null,2.1,4359,null,null,null,null,364,13.7,null,1508,null,2586,4771,null,null,2510,49.7,2298,4434,798,null,null,null,2188,null,5247,null,944,null,2203,null,2369,null,3009,"Latrobe Valley",2201,null,null,4566,561,null,12.9,1501,684,807,64.2,null,null,null,5.4,null,null,null,2025,null,11.7,null,3149,25,2190,9.5,18.8,960,null,null,934,null,2504,null,2230,null,661,2359,null,37118,"20504",2387,null,4477,41,2020,4005,null,null
671,null,null,null,1362,6.3,null,21300,null,1519,null,709,null,2777,1594,43,"2014",null,null,165,null,1376,1037,null,2133,2.3,11.7,null,41,2734,1356,null,null,1463,1319,1280,2555,null,1162,null,567,2215,1254,null,null,2475,null,-134,955,null,null,3136,null,42117,1565,2726,null,1542,11.7,null,968,1335,null,null,141,null,426,1313,null,null,2.1,2433,null,null,null,null,185,13.7,null,932,null,1505,2443,null,null,976,4.2,1380,2636,379,null,null,null,1301,null,3024,null,437,null,1179,null,1358,null,1890,"Wellington",1502,null,null,2553,343,null,14.7,958,361,403,63.0,null,null,null,5.5,null,null,null,1178,null,11.3,null,2421,23,1234,10.6,18.5,625,null,null,529,null,1157,null,1364,null,379,1163,null,20817,"20505",1314,null,3067,44,1216,2572,null,null
881,null,null,null,2096,5.1,null,43178,null,2423,null,1198,null,3271,2076,34,"2014",null,null,223,null,2575,3995,null,8208,1.9,13.1,null,34,5314,1159,null,null,1657,3467,2661,8481,null,5493,null,1115,7807,5396,null,null,10934,null,-465,1632,null,null,4008,null,87902,1659,4142,null,1932,24.7,null,1653,1708,null,null,667,null,699,5441,null,null,1.3,10744,null,null,null,null,282,11.4,null,1163,null,2277,5113,null,null,4278,4306.1,2079,3255,841,null,null,null,1547,null,4700,null,1113,null,5348,null,2739,null,2226,"Brunswick - Coburg",1669,null,null,6907,628,null,8.3,1063,479,387,74.2,null,null,null,4.2,null,null,null,3812,null,16.7,null,8016,61,3440,5.5,14.2,1025,null,null,933,null,3930,null,2046,null,833,2452,null,44724,"20601",1614,null,3328,35,1422,2581,null,null
596,null,null,null,1448,5.5,null,25525,null,1705,null,710,null,1904,1330,36,"2014",null,null,171,null,1972,2625,null,3441,1.9,10.0,null,36,3878,792,null,null,986,2307,1750,5157,null,3033,null,835,4944,2763,null,null,5559,null,-152,1110,null,null,2661,null,53305,1014,2953,null,1331,21.3,null,1005,1159,null,null,535,null,492,2526,null,null,1.4,5798,null,null,null,null,220,13.5,null,739,null,1611,3361,null,null,1869,3800.1,1306,2314,623,null,null,null,1155,null,3316,null,684,null,3035,null,1906,null,1389,"Darebin - South",1120,null,null,4518,399,null,9.0,650,329,252,71.6,null,null,null,4.5,null,null,null,2319,null,17.8,null,5005,53,2211,5.8,16.2,606,null,null,618,null,1572,null,1505,null,614,1611,null,27780,"20602",918,null,2134,36,922,1714,null,null
624,null,null,null,1932,5.2,null,32261,null,2143,null,895,null,3456,1969,36,"2014",null,null,180,null,2351,2523,null,5489,2.3,13.4,null,36,4558,1186,null,null,1650,2557,2064,6333,null,3311,null,925,4990,2850,null,null,6346,null,-158,1277,null,null,3847,null,66574,1549,3779,null,1878,18.4,null,1541,1671,null,null,452,null,514,3035,null,null,1.5,5913,null,null,null,null,236,13.3,null,918,null,2185,4002,null,null,2820,3655.1,1519,3366,702,null,null,null,1695,null,4328,null,805,null,3063,null,2207,null,1704,"Essendon",1563,null,null,5038,513,null,10.5,786,403,425,70.7,null,null,null,4.2,null,null,null,2467,null,15.1,null,6175,55,2481,6.0,16.7,1028,null,null,763,null,2669,null,1847,null,688,1938,null,34313,"20603",1806,null,3112,36,1123,2309,null,null
635,null,null,null,1222,4.8,null,61789,null,2132,null,594,null,7277,2177,29,"2014",null,null,141,null,2305,3888,null,25073,0.8,26.5,null,29,4815,1570,null,null,3541,2620,2050,14377,null,12798,null,610,8642,8953,null,null,25132,null,-7,861,null,null,4179,null,122190,1821,2346,null,2002,34.5,null,952,936,null,null,482,null,401,12334,null,null,0.9,17033,null,null,null,null,133,7.5,null,928,null,2254,3910,null,null,12996,3873.0,1229,1804,422,null,null,null,868,null,4386,null,1111,null,8080,null,2510,null,1921,"Melbourne City",1740,null,null,5996,360,null,6.3,993,323,119,86.8,null,null,null,1.7,null,null,null,4754,null,12.0,null,14370,10,3376,4.1,6.6,592,null,null,460,null,12077,null,1124,null,478,1860,null,60401,"20604",3736,null,3561,29,1503,3073,null,null
947,null,null,null,1876,5.0,null,52293,null,3077,null,1001,null,2741,2658,36,"2014",null,null,148,null,3383,5196,null,7374,1.3,9.6,null,36,6882,1985,null,null,1414,4345,2720,11577,null,7494,null,1061,10546,7335,null,null,14619,null,-719,1243,null,null,5337,null,104861,2381,3629,null,2679,28.1,null,1359,1446,null,null,839,null,592,7125,null,null,1.1,14824,null,null,null,null,277,12.5,null,1220,null,3153,5232,null,null,3908,4094.7,1948,2882,854,null,null,null,1436,null,6230,null,1273,null,7489,null,3499,null,2512,"Port Phillip",2301,null,null,8823,555,null,9.6,1292,457,211,78.3,null,null,null,3.0,null,null,null,5350,null,18.5,null,10858,12,4478,6.2,11.2,804,null,null,651,null,3466,null,1753,null,782,2512,null,52568,"20605",1327,null,4682,35,2013,3998,null,null
1928,null,null,null,5089,4.4,null,83515,null,6391,null,2393,null,12127,5425,38,"2014",null,null,332,null,6554,5073,null,15070,2.7,15.8,null,36,12383,3766,null,null,6164,6476,4273,13126,null,6623,null,2225,9640,5591,null,null,13255,null,-877,3735,null,null,10640,null,172612,4372,9985,null,5215,14.1,null,4648,5319,null,null,903,null,1555,6632,null,null,1.4,11064,null,null,null,null,650,14.2,null,3108,null,5757,8373,null,null,7351,2875.9,4321,10498,1813,null,null,null,5179,null,12148,null,1451,null,5473,null,5829,null,5783,"Boroondara",4666,null,null,11996,1544,null,11.4,2675,1119,1178,68.0,null,null,null,4.7,null,null,null,4567,null,12.5,null,12249,146,5520,7.9,16.7,3104,null,null,2180,null,7719,null,4896,null,1576,4100,null,89097,"20701",5963,null,9038,40,4142,7908,null,null
1945,null,null,null,2455,4.2,null,44583,null,3316,null,2058,null,5600,3229,43,"2014",null,null,207,null,3238,2749,null,6066,2.6,12.7,null,42,6233,2405,null,null,2949,3323,2211,6300,null,2914,null,1095,5272,2621,null,null,5791,null,-535,2832,null,null,5956,null,91943,2517,4684,null,2727,12.0,null,2380,2498,null,null,448,null,1346,2877,null,null,1.5,5240,null,null,null,null,270,13.7,null,2675,null,3064,4362,null,null,2964,1889.0,4003,4830,833,null,null,null,2332,null,6380,null,813,null,2619,null,2995,null,5149,"Manningham - West",2821,null,null,6312,885,null,12.3,2474,638,588,63.3,null,null,null,7.4,null,null,null,2523,null,12.6,null,5765,59,2989,11.6,15.1,1495,null,null,1486,null,3102,null,2229,null,828,2151,null,47360,"20702",2651,null,5338,45,3110,5515,null,null
829,null,null,null,1047,4.4,null,30878,null,1598,null,940,null,1979,1487,34,"2014",null,null,72,null,1611,2309,null,5719,2.3,12.2,null,34,3250,1301,null,null,950,1968,1387,7011,null,5420,null,462,5006,4350,null,null,10193,null,303,1221,null,null,2867,null,63200,1288,1960,null,1380,29.6,null,1444,869,null,null,211,null,531,4773,null,null,1.1,8511,null,null,null,null,143,10.1,null,1134,null,1561,2613,null,null,3104,5300.2,1769,1632,372,null,null,null,763,null,3159,null,617,null,4161,null,1639,null,2190,"Stonnington - West",1510,null,null,4080,493,null,9.0,1056,357,243,75.3,null,null,null,4.7,null,null,null,2697,null,14.4,null,7314,9,2112,7.9,9.8,951,null,null,690,null,2615,null,913,null,319,1226,null,32322,"20606",1029,null,2798,34,1508,2809,null,null
1465,null,null,null,2902,4.7,null,49601,null,3384,null,1933,null,6431,3092,37,"2014",null,null,225,null,3614,3119,null,9893,3.2,15.9,null,35,6818,1919,null,null,3191,3623,2839,8374,null,4185,null,1325,6080,3460,null,null,8663,null,-894,2918,null,null,5889,null,102861,2254,5614,null,2797,15.1,null,3255,2711,null,null,535,null,1214,4478,null,null,1.6,6904,null,null,null,null,367,12.9,null,2058,null,3072,5601,null,null,4806,2703.0,3398,5383,1040,null,null,null,2672,null,6456,null,1156,null,3444,null,3204,null,3628,"Whitehorse - West",2524,null,null,6948,1152,null,10.4,1570,768,685,66.9,null,null,null,6.1,null,null,null,2961,null,12.7,null,7480,100,3325,7.6,16.1,2103,null,null,1704,null,5087,null,2712,null,951,2762,null,53260,"20703",3240,null,4778,40,2285,4204,null,null
1277,null,null,null,3391,4.6,null,47922,null,4032,null,1607,null,6172,3544,43,"2014",null,null,223,null,4050,3030,null,5877,3.4,12.1,null,42,7812,2648,null,null,3154,4335,2765,6552,null,2030,null,1509,5585,2012,null,null,4142,null,382,2437,null,null,6757,null,99947,2860,6888,null,3213,8.4,null,3406,3543,null,null,619,null,973,2112,null,null,1.8,4223,null,null,null,null,504,15.6,null,2078,null,3734,5563,null,null,2741,2686.0,2884,6815,1218,null,null,null,3272,null,7766,null,976,null,2211,null,3762,null,3943,"Bayside",3208,null,null,8101,1156,null,12.8,1865,759,796,62.5,null,null,null,5.3,null,null,null,2555,null,13.7,null,6934,96,3766,9.5,19.3,2250,null,null,1464,null,3136,null,3497,null,1006,2798,null,52025,"20801",3018,null,6068,44,2860,5508,null,null
666,null,null,null,1477,4.7,null,42663,null,2285,null,870,null,2637,2145,34,"2014",null,null,218,null,2459,3882,null,7507,1.4,11.6,null,34,5197,1484,null,null,1205,3068,2225,9570,null,7398,null,936,8106,6346,null,null,13656,null,259,1229,null,null,4116,null,87287,1687,3031,null,1971,30.0,null,1197,1257,null,null,682,null,533,6258,null,null,1.2,12542,null,null,null,null,222,11.3,null,1047,null,2351,4447,null,null,4017,4234.1,1536,2531,646,null,null,null,1274,null,4636,null,1082,null,6196,null,2738,null,2006,"Yarra",1798,null,null,6399,461,null,8.7,959,358,200,78.2,null,null,null,3.2,null,null,null,4224,null,16.6,null,9829,51,3331,5.8,11.5,736,null,null,696,null,3490,null,1554,null,716,2222,null,44624,"20607",1432,null,3485,33,1545,3029,null,null
1559,null,null,null,3819,4.8,null,61207,null,4354,null,1949,null,7368,4045,39,"2014",null,null,582,null,4186,4452,null,8715,2.6,12.8,null,38,8118,3090,null,null,3794,4581,4213,9192,null,4258,null,1898,8915,4259,null,null,8519,null,-997,2797,null,null,7769,null,125503,3193,7348,null,3724,13.8,null,3227,3479,null,null,717,null,1167,4261,null,null,1.9,8758,null,null,null,null,497,13.1,null,2500,null,3941,8201,null,null,4309,2004.4,3508,6635,1234,null,null,null,3156,null,8295,null,1590,null,4499,null,3932,null,4725,"Banyule",3787,null,null,9102,1161,null,11.8,2225,850,1061,65.8,null,null,null,5.0,null,null,null,4463,null,14.4,null,8195,112,4521,9.0,17.7,2066,null,null,1630,null,4406,null,3529,null,1395,3988,null,64296,"20901",3574,null,6980,40,3433,6523,null,null
1312,null,null,null,2530,5.5,null,46802,null,2726,null,1554,null,4655,2378,36,"2014",null,null,365,null,3101,3642,null,8077,2.7,13.3,null,35,6082,1642,null,null,2241,3555,3130,8325,null,4663,null,1204,7309,4511,null,null,9231,null,-1067,2397,null,null,4906,null,95423,1802,4902,null,2528,19.0,null,2566,2181,null,null,578,null,998,4568,null,null,1.7,8875,null,null,null,null,282,12.0,null,1765,null,2634,6199,null,null,4021,2419.2,2866,4207,769,null,null,null,2026,null,5360,null,1365,null,4364,null,2981,null,3276,"Darebin - North",1948,null,null,7152,913,null,9.1,1511,753,586,68.5,null,null,null,5.5,null,null,null,3667,null,15.2,null,7258,40,3597,7.2,16.0,1653,null,null,1399,null,4056,null,2372,null,926,3069,null,48621,"20902",2414,null,3750,37,1971,3613,null,null
625,null,null,null,2304,4.9,null,33308,null,2934,null,534,null,5217,2707,40,"2014",null,null,457,null,2802,2069,null,4757,1.0,15.0,null,40,5440,1650,null,null,2746,2761,1878,4170,null,1478,null,997,3803,1539,null,null,3117,null,-192,680,null,null,5400,null,66711,2062,4550,null,2693,9.2,null,685,2546,null,null,396,null,331,1639,null,null,1.8,3020,null,null,null,null,352,16.7,null,967,null,2767,3610,null,null,2290,88.7,1159,4965,485,null,null,null,2419,null,5701,null,605,null,1481,null,2638,null,1907,"Nillumbik - Kinglake",2135,null,null,5289,221,null,14.4,940,290,546,68.9,null,null,null,2.8,null,null,null,1734,null,13.6,null,3978,57,2528,7.7,19.7,464,null,null,349,null,2467,null,2246,null,648,1732,null,33403,"20903",2471,null,4197,41,1564,3214,null,null
1958,null,null,null,7388,5.5,null,100522,null,6242,null,2091,null,12307,5532,34,"2014",null,null,992,null,6719,7673,null,13720,1.0,12.9,null,33,13173,3836,null,null,6245,7532,8675,9131,null,8529,null,3441,15511,8854,null,null,17020,null,4403,2729,null,null,10633,null,201497,4478,14360,null,5101,17.3,null,2006,6400,null,null,1293,null,1239,8491,null,null,2.1,17796,null,null,null,null,848,12.6,null,2668,null,5892,16478,null,null,6872,202.0,4049,12576,2247,null,null,null,6176,null,12134,null,3396,null,8942,null,6454,null,5306,"Whittlesea - Wallan",4663,null,null,14922,797,null,9.8,2638,890,2058,67.7,null,null,null,3.4,null,null,null,7838,null,15.1,null,13534,85,7390,6.4,21.5,1209,null,null,1490,null,6848,null,6972,null,2593,7803,null,100975,"20904",6062,null,9141,35,3800,7636,null,null
1140,null,null,null,1784,4.7,null,28933,null,2023,null,1222,null,3367,1843,42,"2014",null,null,159,null,2175,1917,null,3800,2.5,12.1,null,40,4203,1609,null,null,1741,2240,1638,3834,null,1751,null,765,3757,1669,null,null,3674,null,186,1781,null,null,3472,null,59402,1452,3396,null,1629,12.2,null,1504,1697,null,null,336,null,771,1923,null,null,1.7,3588,null,null,null,null,227,13.6,null,1505,null,1873,3317,null,null,1755,1400.1,2362,3288,588,null,null,null,1591,null,3896,null,576,null,1919,null,2028,null,2854,"Keilor",1792,null,null,4405,580,null,11.3,1349,421,396,63.0,null,null,null,7.0,null,null,null,1840,null,13.7,null,4020,41,2165,10.7,16.8,924,null,null,1010,null,2045,null,1612,null,538,1679,null,30469,"21001",1626,null,3244,43,1885,3494,null,null
1636,null,null,null,4857,4.4,null,74358,null,4910,null,2179,null,8287,4329,37,"2014",null,null,320,null,5221,5399,null,10790,3.1,12.6,null,36,10181,2988,null,null,4379,6267,5053,11196,null,6384,null,2387,10684,6073,null,null,12665,null,-814,3272,null,null,8503,null,151794,3594,9417,null,4174,16.3,null,4733,4249,null,null,1424,null,1336,6281,null,null,1.6,12074,null,null,null,null,712,13.0,null,2295,null,4657,9809,null,null,5281,3729.5,3815,8215,1987,null,null,null,3966,null,9567,null,1798,null,6001,null,4960,null,4270,"Glen Eira",3728,null,null,11974,1645,null,10.4,1975,987,852,67.2,null,null,null,4.7,null,null,null,5285,null,14.9,null,10382,110,5707,6.9,18.1,3088,null,null,1936,null,5509,null,4560,null,1675,4756,null,77436,"20802",3908,null,7322,39,3228,6216,null,null
1449,null,null,null,3781,5.1,null,56913,null,4141,null,1925,null,6377,3514,40,"2014",null,null,336,null,4498,4448,null,6982,2.7,11.4,null,39,8628,2594,null,null,3279,5022,3797,8439,null,3672,null,1759,8631,3907,null,null,7218,null,-245,2867,null,null,7106,null,117386,2855,7301,null,3592,13.2,null,3201,3179,null,null,757,null,1201,3546,null,null,1.8,8266,null,null,null,null,552,14.3,null,2235,null,3969,7523,null,null,3415,1680.2,3374,6330,1342,null,null,null,3151,null,8110,null,1416,null,4359,null,4130,null,4221,"Kingston",3121,null,null,9781,1139,null,11.1,1986,868,906,65.7,null,null,null,5.3,null,null,null,4183,null,15.7,null,8194,102,4759,8.3,18.0,2062,null,null,1666,null,3567,null,3520,null,1209,3726,null,60473,"20803",3098,null,5976,41,2900,5494,null,null
471,null,null,null,1216,4.5,null,20646,null,1388,null,592,null,2359,1298,36,"2014",null,null,101,null,1549,1352,null,4044,2.3,15.0,null,35,2971,890,null,null,1249,1567,1134,3864,null,2015,null,592,2606,1632,null,null,4044,null,-299,825,null,null,2442,null,42781,1014,2599,null,1144,16.8,null,968,1190,null,null,306,null,338,2029,null,null,1.4,3154,null,null,null,null,166,13.2,null,687,null,1274,2224,null,null,2062,3117.1,1063,2426,471,null,null,null,1236,null,2662,null,428,null,1522,null,1422,null,1362,"Stonnington - East",1141,null,null,2981,318,null,10.7,675,246,254,68.8,null,null,null,4.4,null,null,null,1254,null,13.1,null,3565,26,1414,7.6,16.9,650,null,null,487,null,1982,null,1383,null,421,1090,null,22135,"20804",1110,null,2155,37,1006,1896,null,null
305,null,null,null,1086,4.4,null,14139,null,1102,null,308,null,2025,976,41,"2014",null,null,113,null,1145,946,null,1531,1.5,12.4,null,41,2218,869,null,null,1041,1215,913,1712,null,655,null,466,1797,606,null,null,1224,null,313,344,null,null,1969,null,28602,873,2088,null,993,8.9,null,416,1112,null,null,112,null,143,569,null,null,2.0,1333,null,null,null,null,153,15.5,null,493,null,1125,1877,null,null,778,28.8,613,2103,341,null,null,null,991,null,2227,null,322,null,727,null,1073,null,1033,"Macedon Ranges",913,null,null,2335,167,null,13.1,540,128,318,64.5,null,null,null,3.3,null,null,null,851,null,14.4,null,2025,35,1120,9.5,21.2,249,null,null,201,null,753,null,1002,null,314,964,null,14463,"21002",984,null,1786,41,814,1683,null,null
1099,null,null,null,2366,5.6,null,37128,null,2086,null,1599,null,3950,1714,36,"2014",null,null,335,null,2350,2926,null,5003,3.2,12.0,null,35,4589,1253,null,null,2085,2520,2831,6241,null,3116,null,1088,5729,3443,null,null,6729,null,-295,2435,null,null,3447,null,74809,1334,4551,null,1733,17.9,null,2394,1971,null,null,451,null,1012,3613,null,null,2.1,6648,null,null,null,null,252,11.7,null,1371,null,2061,5565,null,null,2409,2462.6,2698,3917,650,null,null,null,1946,null,4147,null,1236,null,3205,null,2239,null,2371,"Moreland - North",1401,null,null,5317,894,null,8.3,1000,676,603,64.6,null,null,null,6.9,null,null,null,2803,null,14.8,null,5946,31,2797,6.6,18.8,1500,null,null,1423,null,2594,null,2185,null,836,2734,null,37681,"21003",1865,null,2735,37,1331,2584,null,null
402,null,null,null,1388,5.3,null,19238,null,1501,null,391,null,2820,1322,37,"2014",null,null,138,null,1451,1237,null,2833,1.3,14.6,null,35,2789,806,null,null,1421,1475,1308,2243,null,1289,null,638,2404,1250,null,null,2582,null,-178,613,null,null,2526,null,38759,1072,2601,null,1204,13.2,null,504,1414,null,null,310,null,250,1293,null,null,2.0,2521,null,null,null,null,179,14.6,null,606,null,1352,2500,null,null,1377,148.7,793,2605,480,null,null,null,1191,null,2853,null,492,null,1271,null,1338,null,1146,"Sunbury",1046,null,null,2886,166,null,12.0,540,191,314,67.9,null,null,null,3.6,null,null,null,1167,null,13.6,null,2065,18,1411,7.3,19.9,338,null,null,363,null,1456,null,1213,null,463,1192,null,19521,"21004",1399,null,2118,38,859,1665,null,null
1122,null,null,null,5739,5.4,null,75834,null,4782,null,1334,null,11378,3923,33,"2014",null,null,981,null,5220,5133,null,11872,0.7,15.3,null,32,10416,2697,null,null,5752,5577,6244,7595,null,6202,null,2587,10435,6080,null,null,12323,null,1170,1704,null,null,7839,null,152012,2991,11378,null,3916,16.1,null,1113,5388,null,null,1082,null,774,6121,null,null,2.2,12215,null,null,null,null,535,13.2,null,1855,null,4798,12207,null,null,5824,516.9,2456,10810,1378,null,null,null,5422,null,9580,null,2598,null,6135,null,5196,null,3782,"Tullamarine - Broadmeadows",3159,null,null,10877,439,null,9.2,1927,564,1445,67.8,null,null,null,2.7,null,null,null,5302,null,14.0,null,8765,58,5300,6.1,22.6,674,null,null,930,null,6048,null,5639,null,2049,5963,null,76178,"21005",5626,null,6150,33,2780,5477,null,null
1785,null,null,null,4727,5.5,null,76813,null,5986,null,2131,null,10588,5434,39,"2014",null,null,409,null,5555,5125,null,11104,1.7,13.9,null,38,10949,3762,null,null,5392,5731,4873,10123,null,5101,null,2267,10097,5194,null,null,10208,null,-798,2730,null,null,10617,null,155552,4457,9122,null,5183,13.1,null,2719,4619,null,null,785,null,1166,5107,null,null,1.8,10247,null,null,null,null,638,14.4,null,2802,null,5536,9211,null,null,5401,1315.8,3916,9215,1782,null,null,null,4596,null,11522,null,1756,null,5053,null,5394,null,5312,"Knox",4706,null,null,11257,907,null,12.7,2510,983,1300,68.0,null,null,null,4.3,null,null,null,4972,null,13.7,null,9325,179,5526,8.3,17.7,1812,null,null,1564,null,5703,null,4395,null,1629,4338,null,78739,"21101",5196,null,9163,40,3813,7575,null,null
353,null,null,null,881,4.8,null,13168,null,1156,null,387,null,2007,1007,43,"2014",null,null,51,null,1165,725,null,1806,1.8,14.3,null,42,2172,779,null,null,1078,1064,590,2113,null,570,null,311,1390,502,null,null,1177,null,-162,531,null,null,2037,null,26688,747,1692,null,1030,8.5,null,475,1025,null,null,105,null,231,607,null,null,1.5,1091,null,null,null,null,112,16.7,null,528,null,1121,1140,null,null,833,400.9,740,1991,248,null,null,null,966,null,2277,null,177,null,589,null,1007,null,1074,"Manningham - East",844,null,null,1940,157,null,13.6,546,176,184,65.5,null,null,null,4.8,null,null,null,665,null,12.5,null,1951,22,876,9.9,18.1,318,null,null,300,null,973,null,811,null,196,550,null,13520,"21102",929,null,1591,44,778,1557,null,null
